table name,index name,column
activity_page_key_performance_indicators,activity_page_key_performance_indicators_pkey,id
activity_page_key_performance_indicators,index_activity_page_key_performance_indicators_on_name,name
activity_page_statistics,activity_page_statistics_pkey,id
activity_page_statistics,activity_page_statistics_on_kpi_and_source_index,key_performance_indicator_id
activity_page_statistics,activity_page_statistics_on_kpi_and_source_index,source_type
activity_page_statistics,activity_page_statistics_on_kpi_and_source_index,source_id
activity_page_statistics,index_activity_page_statistics_on_source_id_and_source_type,source_type
activity_page_statistics,index_activity_page_statistics_on_source_id_and_source_type,source_id
activity_page_best_action_targets,activity_page_best_action_targets_pkey,id
activity_page_best_action_targets,index_activity_page_best_action_targets_on_best_action_id,best_action_id
activity_page_best_action_targets,index_activity_page_best_action_targets_on_target,target_type
activity_page_best_action_targets,index_activity_page_best_action_targets_on_target,target_id
activity_page_best_action_targets,index_best_action_targets_on_target_and_best_action,target_type
activity_page_best_action_targets,index_best_action_targets_on_target_and_best_action,target_id
activity_page_best_action_targets,index_best_action_targets_on_target_and_best_action,best_action_id
activity_page_best_action_targets,index_best_action_targets_on_target_and_rank,target_type
activity_page_best_action_targets,index_best_action_targets_on_target_and_rank,target_id
activity_page_best_action_targets,index_best_action_targets_on_target_and_rank,rank
advanced_appointment_rules,advanced_appointment_rules_pkey,id
advanced_appointment_rules,index_advanced_appointment_rules_on_appointment_rule_set_id,appointment_rule_set_id
advanced_appointment_rules,index_appointment_rules_on_template_id,appointment_rule_template_id
activity_recoveries,activity_recoveries_pkey,id
activity_recoveries,index_activity_recoveries_on_organization_id,organization_id
admin_actions,admin_actions_pkey,id
agendas_aphp_hospital_units,agendas_aphp_hospital_units_pkey,id
agendas_aphp_hospital_units,index_agendas_aphp_hospital_units_on_agenda_id,agenda_id
agendas_aphp_hospital_units,index_agendas_aphp_hospital_units_on_aphp_hospital_unit_id,aphp_hospital_unit_id
agenda_caches,agenda_caches_pkey,id
agenda_caches,index_agenda_caches_on_agenda_id,agenda_id
secretaryship_accounts,secretaryship_accounts_pkey,id
secretaryship_accounts,index_secretaryship_accounts_approver_account_and_approved_at,approved_at
secretaryship_accounts,index_secretaryship_accounts_approver_account_and_approved_at,approver_account_id
secretaryship_accounts,index_secretaryship_accounts_on_agenda_ids,agenda_ids
secretaryship_accounts,index_secretaryship_accounts_on_approver_account_id,approver_account_id
secretaryship_accounts,index_secretaryship_accounts_on_invoice_template_id,invoice_template_id
secretaryship_accounts,index_secretaryship_accounts_on_organization_id,organization_id
secretaryship_accounts,index_secretaryship_accounts_on_sales_cycle_contract_id,sales_cycle_contract_id
agenda_groups_agendas,agenda_groups_agendas_pkey,id
agenda_groups_agendas,index_agenda_groups_agendas_on_agenda_group_id,agenda_group_id
agenda_groups_agendas,index_agenda_groups_agendas_on_agenda_id,agenda_id
agenda_templates,agenda_templates_pkey,id
agenda_templates,index_agenda_templates_on_speciality_id,speciality_id
agenda_groups,agenda_groups_pkey,id
agenda_groups,index_agenda_groups_on_organization_id,organization_id
organizations,organizations_pkey,id
organizations,index_organizations_on_account_manager_id,account_manager_id
organizations,index_organizations_on_booking_disabled,booking_disabled
organizations,index_organizations_on_live_at,live_at
organizations,index_organizations_on_name,name
organizations,index_organizations_on_parent_id,parent_id
organizations,index_organizations_on_partner_reference,partner_reference
organizations,index_organizations_on_stripe_metadata,stripe_metadata
organizations,index_organizations_on_upload_token,upload_token
agenda_authorizations,agenda_authorizations_pkey,id
agenda_authorizations,agenda_account_unique,account_id
agenda_authorizations,agenda_account_unique,agenda_id
agenda_authorizations,index_agenda_authorizations_on_account_id,account_id
agenda_authorizations,index_agenda_authorizations_on_account_id_and_agenda_id,account_id
agenda_authorizations,index_agenda_authorizations_on_account_id_and_agenda_id,agenda_id
agenda_authorizations,index_agenda_authorizations_on_agenda_id,agenda_id
agenda_authorizations,index_agenda_authorizations_on_agenda_id_and_appt_write,agenda_id
agenda_authorizations,index_agenda_authorizations_on_agenda_id_and_appt_write,appt_write
agenda_authorizations,index_agenda_authorizations_on_agenda_id_where_not_deleted,agenda_id
agendas,agendas_pkey,id
agendas,index_agendas_on_external_id,external_id
agendas,index_agendas_on_move_to_practice_id,move_to_practice_id
agendas,index_agendas_on_organization_id,organization_id
agendas,index_agendas_on_patient_base_id,patient_base_id
agendas,index_agendas_on_practice_id,practice_id
agendas,index_agendas_on_practitioner_id,practitioner_id
agendas,index_agendas_on_speciality_id,speciality_id
agendas,index_agendas_on_token,token
agenda_notes,agenda_notes_pkey,id
agenda_notes,agenda_notes_parent_note_id_full_index,parent_note_id
agenda_notes,by_agenda_and_status,done
agenda_notes,by_agenda_and_status,agenda_id
agenda_notes,index_agenda_notes_on_account_id,account_id
agenda_notes,index_agenda_notes_on_agenda_id_and_date,date
agenda_notes,index_agenda_notes_on_agenda_id_and_date,agenda_id
agenda_notes,index_agenda_notes_on_parent_note_id,parent_note_id
agenda_notes,index_agenda_notes_on_patient_id,patient_id
secretaryship_groups,secretaryship_groups_pkey,id
secretaryship_groups,index_secretaryship_groups_on_secretaryship_account_ids,secretaryship_account_ids
aphp_hospitals,aphp_hospitals_pkey,id
aphp_hospitals,index_aphp_hospitals_on_cloudinary_upload_id,cloudinary_upload_id
allergy_intolerances,allergy_intolerances_pkey,id
allergy_intolerances,index_allergy_intolerances_on_medical_history_questionnaire_id,medical_history_questionnaire_id
aphp_hospital_units,aphp_hospital_units_pkey,id
application_preferences,application_preferences_pkey,id
appointment_clear_documents,appointment_clear_documents_pkey,id
appointment_clear_documents,index_appointment_clear_documents_on_appointment_id,appointment_id
appointment_clear_documents,index_appointment_clear_documents_on_clear_document_id,clear_document_id
appointment_reminders,appointment_reminders_pkey,id
appointment_reminders,index_appointment_reminders_on_agenda_id,agenda_id
appointment_reminders,index_appointment_reminders_on_appointment_id,appointment_id
appointment_reminders,index_appointment_reminders_on_patient_and_agenda,patient_id
appointment_reminders,index_appointment_reminders_on_patient_and_agenda,agenda_id
appointment_reminders,index_appointment_reminders_on_patient_id,patient_id
appointment_reminders,index_appointment_reminders_on_recall_rule_id,recall_rule_id
appointment_reminders,index_appointment_reminders_on_visit_motive_id,visit_motive_id
appointments,appointments_pkey,id
appointments,appointment_reminders_partial,start_date
appointments,appointment_reminders_partial,end_date
appointments,appointment_reminders_partial,status
appointments,appointment_reminders_partial,agenda_id
appointments,appointments_on_end_date_partial,start_date
appointments,appointments_on_end_date_partial,end_date
appointments,appointments_on_end_date_partial,agenda_id
appointments,appointments_partial_end_date,start_date
appointments,appointments_partial_end_date,end_date
appointments,appointments_partial_end_date,agenda_id
appointments,appointments_updated_at_idx,updated_at
appointments,appointments_with_agenda_id_and_end_date_with_partial,end_date
appointments,appointments_with_agenda_id_and_end_date_with_partial,agenda_id
appointments,appointments_with_equipment_agenda_and_end_date_with_partial,end_date
appointments,appointments_with_equipment_agenda_and_end_date_with_partial,equipment_agenda_id
appointments,index_appointments_availabilities_agenda_id,start_date
appointments,index_appointments_availabilities_agenda_id,agenda_id
appointments,index_appointments_for_calendar_query,start_date
appointments,index_appointments_for_calendar_query,end_date
appointments,index_appointments_for_calendar_query,status
appointments,index_appointments_for_calendar_query,agenda_id
appointments,index_appointments_for_equipment_calendar_query,start_date
appointments,index_appointments_for_equipment_calendar_query,end_date
appointments,index_appointments_for_equipment_calendar_query,status
appointments,index_appointments_for_equipment_calendar_query,equipment_agenda_id
appointments,index_appointments_for_notifications,end_date
appointments,index_appointments_for_notifications,status
appointments,index_appointments_for_notifications,source
appointments,index_appointments_for_notifications,confirmed_at
appointments,index_appointments_for_unseen_query_agenda_id,agenda_id
appointments,index_appointments_on_agenda_id,agenda_id
appointments,index_appointments_on_agenda_id_deleted_at_IS_NULL_end_date,end_date
appointments,index_appointments_on_agenda_id_deleted_at_IS_NULL_end_date,agenda_id
appointments,index_appointments_on_agenda_id_deleted_at_IS_NULL_start_date,start_date
appointments,index_appointments_on_agenda_id_deleted_at_IS_NULL_start_date,agenda_id
appointments,index_appointments_on_appointment_set_id_full,appointment_set_id
appointments,index_appointments_on_booking_token,booking_token
appointments,index_appointments_on_created_by,created_by
appointments,index_appointments_on_deleted_at,deleted_at
appointments,index_appointments_on_encounter_id,encounter_id
appointments,index_appointments_on_equipment_agenda_id,equipment_agenda_id
appointments,index_appointments_on_host_appointment_id,host_appointment_id
appointments,index_appointments_on_import_identifier,import_identifier
appointments,index_appointments_on_lab_tech_agenda_id,lab_tech_agenda_id
appointments,index_appointments_on_master_step_appointment_id_full,master_step_appointment_id
appointments,index_appointments_on_medical_record_id,medical_record_id
appointments,index_appointments_on_patient_id,patient_id
appointments,index_appointments_on_updated_at,updated_at
appointments,index_appointments_on_visit_motive_id,visit_motive_id
appointments,index_appointments_temporary,agenda_id
appointment_rule_sets,appointment_rule_sets_pkey,id
appointment_rule_sets,index_appointment_rule_sets_on_organization_id,organization_id
appointment_request_comments,appointment_request_comments_pkey,id
appointment_request_comments,appointment_request_comments_entry_id_index,appointment_request_entry_id
appointment_rule_set_documents,appointment_rule_set_documents_pkey,id
appointment_rule_set_documents,index_appointment_rule_set_documents_on_appointment_rule_set_id,appointment_rule_set_id
appointment_rule_set_documents,index_appointment_rule_set_documents_on_cloudinary_upload_id,cloudinary_upload_id
appointment_rule_template_specialities,appointment_rule_template_specialities_pkey,id
appointment_rule_template_specialities,index_appointment_rule_template_specialities_on_speciality_id,speciality_id
appointment_rule_template_specialities,index_appointment_rule_templates_specialities_on_template_id,appointment_rule_template_id
appointment_request_entries,appointment_request_entries_pkey,id
appointment_request_entries,index_appointment_request_entries_on_appointment_id,appointment_id
appointment_request_entries,index_notification_sent_at,notification_sent_at
ar_internal_metadata,ar_internal_metadata_pkey,key
appointment_proposals,appointment_proposals_pkey,id
appointment_proposals,index_appointment_proposals_on_appointment_alert_id,appointment_alert_id
appointment_proposals,index_appointment_proposals_on_canceled_appointment_id,canceled_appointment_id
appointment_proposals,index_appointment_proposals_on_token,token
appointment_rule_templates,appointment_rule_templates_pkey,id
associations,associations_pkey,id
associations,index_associations_on_profile_id,profile_id
associations,index_associations_on_ref_association_id,ref_association_id
associations,index_associations_on_ref_association_role_id,ref_association_role_id
care_act_templates,care_act_templates_pkey,id
bio_templates,bio_templates_pkey,id
charges,charges_pkey,id
charges,index_charges_on_credit_card_id,credit_card_id
charges,index_charges_on_stripe_charge_id,stripe_charge_id
charges,index_charges_on_appointment_id,appointment_id
charges,index_charges_on_charged_amount,charged_amount
audit_versions,audit_versions_pkey,id
audit_versions,index_audit_versions_on_created_at,created_at
audit_versions,index_audit_versions_on_item_type_and_item_id,item_type
audit_versions,index_audit_versions_on_item_type_and_item_id,item_id
care_acts,care_acts_pkey,id
care_acts,index_care_acts_on_consultation_document_id,consultation_document_id
care_acts,index_care_acts_on_consultation_document_template_id,consultation_document_template_id
care_acts,index_care_acts_on_renewed_from_id,renewed_from_id
care_act_item_templates,care_act_item_templates_pkey,id
care_act_item_templates,index_care_act_item_templates_on_care_act_item_referential_id,fr_care_act_item_referential_id
check_in_questionnaire_configurations,check_in_questionnaire_configurations_pkey,id
check_in_questionnaire_configurations,index_questionnaire_config_on_questionnaire_organization_id,questionnaire_organization_id
check_in_questionnaire_organizations,check_in_questionnaire_organizations_pkey,id
check_in_questionnaire_organizations,index_check_in_questionnaire_organizations_on_organization_id,organization_id
check_in_questionnaire_organizations,index_questionnaire_organization_uniqueness,questionnaire_id
check_in_questionnaire_organizations,index_questionnaire_organization_uniqueness,organization_id
batch_scheduled_jobs,batch_scheduled_jobs_pkey,id
batch_scheduled_jobs,index_batch_scheduled_jobs_on_created_at,created_at
batch_scheduled_jobs,index_batch_scheduled_jobs_on_job_uuid,job_uuid
batch_scheduled_jobs,index_batch_scheduled_jobs_on_scheduling_task_run_id,scheduling_task_run_id
canal_trackers,canal_trackers_pkey,id
canal_trackers,index_canal_trackers_for_push_reminder_fallback,type
canal_trackers,index_canal_trackers_for_push_reminder_fallback,sent_at
canal_trackers,index_canal_trackers_on_account_id,account_id
canal_trackers,index_canal_trackers_on_agenda_id,agenda_id
canal_trackers,index_canal_trackers_on_appointment_id,appointment_id
canal_trackers,index_canal_trackers_on_cache_id,cache_id
canal_trackers,index_canal_trackers_on_organization_id,organization_id
canal_trackers,index_canal_trackers_on_patient_id,patient_id
canal_trackers,index_canal_trackers_on_status_and_created_at,status
canal_trackers,index_canal_trackers_on_status_and_created_at,created_at
canal_trackers,index_canal_trackers_on_type_and_identifier,type
canal_trackers,index_canal_trackers_on_type_and_identifier,identifier
canal_trackers,index_canal_trackers_on_updated_at,updated_at
cloudinary_uploads,cloudinary_uploads_pkey,id
cloudinary_uploads,index_cloudinary_uploads_on_organization_id,organization_id
cities,cities_pkey,id
cms_login_page_contents,cms_login_page_contents_pkey,id
cms_prospect_forms,cms_prospect_forms_pkey,id
cms_redirections,cms_redirections_pkey,id
consultation_documents,consultation_documents_pkey,id
consultation_documents,index_consultation_documents_on_consultation_id,consultation_id
consultation_documents,index_consultation_documents_on_ehr_import_id,ehr_import_id
consultation_documents,index_consultation_documents_on_uuid,uuid
consultation_documents,index_consultation_documents_on_uuid_where_deleted_at_is_null,uuid
communication_email_blocked_addresses,communication_email_blocked_addresses_pkey,id
communication_email_blocked_addresses,index_communication_email_blocked_addresses_on_provider_address,address
communication_email_blocked_addresses,index_communication_email_blocked_addresses_on_provider_address,provider
consultation_document_templates,consultation_document_templates_pkey,id
consultation_document_templates,index_consultation_document_templates_on_creator_id,creator_id
connections,connections_pkey,id
connections,connections_on_account_id_and_success_status_idx,account_id
connections,connections_on_account_id_with_success_status_idx,account_id
connections,connections_on_assumed_account_and_success_status_idx,assumed_authorizations_account_id
connections,connections_on_assumed_account_with_success_status_index,assumed_authorizations_account_id
connections,index_connections_account_id_status_ssid_created_at,account_id
connections,index_connections_account_id_status_ssid_created_at,ssid
connections,index_connections_account_id_status_ssid_created_at,created_at
connections,index_connections_account_id_status_ssid_created_at,status
connections,index_connections_on_account_id_status_error_active_error_type,account_id
connections,index_connections_on_account_id_status_error_active_error_type,status
connections,index_connections_on_account_id_status_error_active_error_type,error_type
connections,index_connections_on_account_id_status_error_active_error_type,error_active
connections,index_connections_on_created_at,created_at
connections,index_connections_on_updated_at,updated_at
consultation_document_templates_specialities,consultation_document_templates_specialities_pkey,id
consultation_document_templates_specialities,index_consultation_document_template_id_on_templates,consultation_document_template_id
consultation_document_templates_specialities,index_speciality_id_on_templates,speciality_id
consultation_document_templates_specialities,index_unique_consultation_document_template_id_speciality_id,consultation_document_template_id
consultation_document_templates_specialities,index_unique_consultation_document_template_id_speciality_id,speciality_id
consultation_template_specialities,consultation_template_specialities_pkey,id
consultation_template_specialities,index_consultation_template_speciality_on_speciality,speciality_id
consultation_template_specialities,index_consultation_template_speciality_on_template,consultation_template_id
communication_center_campaigns,communication_center_campaigns_pkey,id
communication_center_campaigns,index_communication_center_campaigns_on_walkme_campaign_id,walkme_campaign_id
consultation_document_recipients,consultation_document_recipients_pkey,id
consultation_document_recipients,index_consultation_document_recipients_on_document,consultation_document_id
consultation_document_recipients,index_consultation_document_recipients_on_recipient,practitioner_contact_id
consultation_document_attachments,consultation_document_attachments_pkey,id
consultation_document_attachments,index_consultation_document_attachment_on_consultation_document,consultation_document_id
consultation_document_attachments,index_consultation_document_attachment_on_document,document_id
communication_package_requests,communication_package_requests_pkey,id
communication_package_requests,index_communication_package_requests_on_account_id,account_id
crm_campaigns_interrelations,crm_campaigns_interrelations_pkey,id
crm_campaigns_interrelations,index_crm_campaigns_interrelations_on_campaign_parent_id,campaign_parent_id
crm_campaigns_interrelations,index_crm_campaigns_interrelations_on_child_id,child_id
crm_campaigns_interrelations,index_crm_campaigns_interrelations_on_terms_of_use_agreement_id,terms_of_use_agreement_id
crm_campaigns_interrelations,index_interrelations_on_child_id_and_campaign_parent_id,child_id
crm_campaigns_interrelations,index_interrelations_on_child_id_and_campaign_parent_id,campaign_parent_id
crm_campaigns,crm_campaigns_pkey,id
crm_campaigns,index_crm_campaigns_on_account_id,account_id
crm_campaigns,index_crm_campaigns_on_agenda_id,agenda_id
crm_campaigns,index_crm_campaigns_on_category,category
crm_campaigns,index_crm_campaigns_on_created_at,created_at
crm_campaigns,index_crm_campaigns_on_patient_base_id,patient_base_id
crm_campaign_messages,crm_campaign_messages_pkey,id
crm_campaign_messages,index_crm_campaign_messages_on_communication_type,communication_type
crm_campaign_messages,index_crm_campaign_messages_on_crm_campaign_id,crm_campaign_id
crm_campaign_messages,index_crm_campaign_messages_on_crm_campaign_id_and_patient_id,crm_campaign_id
crm_campaign_messages,index_crm_campaign_messages_on_crm_campaign_id_and_patient_id,patient_id
crm_campaign_messages,index_crm_campaign_messages_on_patient_id,patient_id
corrupted_consultation_items,corrupted_consultation_items_pkey,id
corrupted_consultation_items,index_corrupted_consultation_items_on_consultation_id,consultation_id
corrupted_consultation_items,index_corrupted_consultation_items_on_item,item_type
corrupted_consultation_items,index_corrupted_consultation_items_on_item,item_id
covid_vaccines,covid_vaccines_pkey,id
covid_vaccines,index_covid_vaccines_on_first_shot_ref_visit_motive_id,first_shot_ref_visit_motive_id
covid_vaccines,index_covid_vaccines_on_second_shot_ref_visit_motive_id,second_shot_ref_visit_motive_id
covid_vaccines,index_vaccine_single_shot_ref_motive,single_shot_ref_visit_motive_id
covid_vaccines,index_vaccine_third_shot_ref_motive,third_shot_ref_visit_motive_id
consultation_templates,consultation_templates_pkey,id
consultation_templates,index_consultation_templates_on_creator_id,creator_id
covid_vaccines_patient_eligibility_categories,covid_vaccines_patient_eligibility_categories_pkey,id
covid_vaccines_patient_eligibility_categories,index_cvpec_on_covid_vaccine_id,covid_vaccine_id
covid_vaccines_patient_eligibility_categories,index_cvpec_on_patient_eligibility_category_id,patient_eligibility_category_id
cps_situations,cps_situations_pkey,id
cps_situations,index_cps_situations_on_account_id,account_id
cps_situations,index_cps_situations_uniqueness,billing_identifier
content_statuses,content_statuses_pkey,id
content_statuses,index_content_statuses_on_item_type_and_item_id,item_id
content_statuses,index_content_statuses_on_item_type_and_item_id,item_type
covid_vaccine_custom_configurations,covid_vaccine_custom_configurations_pkey,id
covid_vaccine_custom_configurations,index_covid_vaccine_configurations_organization_covid_vaccine,organization_id
covid_vaccine_custom_configurations,index_covid_vaccine_configurations_organization_covid_vaccine,covid_vaccine_id
covid_vaccine_custom_configurations,index_covid_vaccine_custom_configurations_on_covid_vaccine_id,covid_vaccine_id
covid_vaccine_custom_configurations,index_covid_vaccine_custom_configurations_on_organization_id,organization_id
corrupted_patients,corrupted_patients_pkey,id
corrupted_patients,index_corrupted_patients_on_all,appointment_patient_id
corrupted_patients,index_corrupted_patients_on_all,consultation_patient_id
corrupted_patients,index_corrupted_patients_on_all,practitioner_id
corrupted_patients,index_corrupted_patients_on_appointment_patient_id,appointment_patient_id
corrupted_patients,index_corrupted_patients_on_consultation_patient_id,consultation_patient_id
corrupted_patients,index_corrupted_patients_on_practitioner_id,practitioner_id
credit_cards,credit_cards_pkey,id
credit_cards,index_credit_cards_on_account_id,account_id
contraception_histories,contraception_histories_pkey,id
customer_help_help_hub_tutorials,customer_help_help_hub_campaigns_pkey,id
customer_help_webcallback_requests,customer_help_webcallback_requests_pkey,id
de_private_billing_bills,de_private_billing_bills_pkey,id
de_patient_public_insurance_profiles,de_patient_public_insurance_profiles_pkey,id
de_patient_public_insurance_profiles,index_de_patient_public_insurance_profiles_on_patient_id,patient_id
de_patient_public_insurance_profiles,index_ppip_on_beneficiary_identifier,beneficiary_identifier
de_patient_public_insurance_profiles,index_ppip_on_legacy_beneficiary_identifier,legacy_beneficiary_identifier
data_retention_broken_tanker_resources,data_retention_broken_tanker_resources_pkey,id
data_retention_broken_tanker_resources,index_data_retention_broken_tanker_resources_on_appointment_id,appointment_id
data_retention_broken_tanker_resources,index_data_retention_broken_tanker_resources_on_organization_id,organization_id
data_retention_deleted_tanker_resources,data_retention_deleted_tanker_resources_pkey,id
data_retention_deleted_tanker_resources,index_data_retention_deleted_tanker_resources_on_resource_key,resource_key
customer_identity_account_identities,customer_identity_account_identities_pkey,id
customer_identity_account_identities,index_customer_identity_account_identities_on_account_id,account_id
data_retention_trashed_appointments,data_retention_trashed_appointments_pkey,id
data_retention_trashed_appointments,index_data_retention_trashed_appointments_on_appointment_id,appointment_id
data_retention_trashed_appointments,index_data_retention_trashed_appointments_on_organization_id,organization_id
data_retention_trashed_appointments,index_data_retention_trashed_appointments_on_trashed_at,trashed_at
data_retention_trashed_appointments_aggregates,data_retention_trashed_appointments_aggregates_pkey,id
data_retention_organization_settings,data_retention_organization_settings_pkey,id
data_retention_organization_settings,index_data_retention_organization_settings_on_organization_id,organization_id
de_omim_chain_templates,de_omim_chain_templates_pkey,id
de_omim_chain_templates,index_de_omim_chain_templates_on_account_id,account_id
de_omim_chain_template_entries,de_omim_chain_template_entries_pkey,id
de_omim_chain_template_entries,index_de_omim_chain_entries_on_de_omim_chain_template_id,de_omim_chain_template_id
de_private_billing_catalog_items,de_private_billing_catalog_items_pkey,id
de_private_billing_catalog_items,index_de_private_billing_catalog_items_on_code_and_version,code
de_private_billing_catalog_items,index_de_private_billing_catalog_items_on_code_and_version,version
de_outpatient_specialist_care_teams,de_outpatient_specialist_care_teams_pkey,id
de_outpatient_specialist_care_teams,index_outpatient_specialist_care_teams_account_id_description,account_id
de_outpatient_specialist_care_teams,index_outpatient_specialist_care_teams_account_id_description,description
de_outpatient_specialist_care_teams,index_outpatient_specialist_care_teams_account_id_team_number,account_id
de_outpatient_specialist_care_teams,index_outpatient_specialist_care_teams_account_id_team_number,team_number
customer_identity_onfido_results,customer_identity_onfido_results_pkey,id
customer_identity_onfido_results,index_customer_identity_onfido_results_on_profile_id,profile_id
de_private_billing_entries,de_private_billing_entries_pkey,id
de_private_billing_entries,index_de_private_billing_entries_on_consultation_id,consultation_id
de_private_billing_expense_entries,de_private_billing_expense_entries_pkey,id
de_private_billing_expense_entries,index_de_private_billing_expense_entries_on_consultation_id,consultation_id
de_public_billing_va_main_branches,de_public_billing_va_main_branches_pkey,id
de_quarterly_billing_cases,de_quarterly_billing_cases_pkey,id
de_quarterly_billing_cases,index_de_quarterly_billing_cases_on_organization_id,organization_id
de_quarterly_billing_cases,index_de_quarterly_billing_cases_on_patient_id,patient_id
de_quarterly_billing_cases,index_de_quarterly_billing_cases_on_skt_additional_info,skt_additional_info
de_public_billing_entries,de_public_billing_entries_pkey,id
de_public_billing_entries,index_de_public_billing_entries_on_public_billable,public_billable_type
de_public_billing_entries,index_de_public_billing_entries_on_public_billable,public_billable_id
de_psychotherapy_breaks,de_psychotherapy_breaks_pkey,id
de_psychotherapy_breaks,index_de_psychotherapy_breaks_on_medical_folder_id,medical_folder_id
de_public_billing_files,de_public_billing_files_pkey,id
de_public_billing_files,index_de_public_billing_files_on_practice_id,practice_id
de_public_billing_va_chapters,de_public_billing_va_chapters_pkey,id
de_public_billing_va_chapters,index_de_public_billing_va_chapters_on_main_branches_id,de_public_billing_va_main_branch_id
de_public_billing_va_chapters,index_de_public_billing_va_chapters_on_parent_id,parent_id
de_public_billing_file_notifications,de_public_billing_file_notifications_pkey,id
de_public_billing_file_notifications,index_de_public_billing_file_notifications_on_billing_file_id,de_public_billing_file_id
de_quarterly_billing_case_psychotherapy_entries,de_quarterly_billing_case_psychotherapy_entries_pkey,id
de_psychotherapy_billable_persons,de_psychotherapy_billable_persons_pkey,id
de_psychotherapy_billable_persons,index_de_psych_billable_people_on_qbc_psych_entry_id,de_quarterly_billing_case_psychotherapy_entry_id
de_vaccine_vidal_diseases,de_vaccine_vidal_diseases_pkey,id
de_vaccine_vidal_diseases,index_de_vaccine_vidal_diseases_on_name,name
directory_doctor_secured_emails,directory_doctor_secured_emails_pkey,id
directory_doctor_secured_emails,index_directory_doctor_secured_emails_on_directory_doctor_id,directory_doctor_id
directory_doctor_secured_emails,unique_index_directory_doctor_secured_emails,email
directory_doctor_secured_emails,unique_index_directory_doctor_secured_emails,provider
directory_doctor_secured_emails,unique_index_directory_doctor_secured_emails,directory_doctor_id
demo_organization_agendas,demo_organization_agendas_pkey,id
demo_organization_agendas,index_demo_organization_agendas_on_agenda_id,agenda_id
demo_organization_agendas,index_demo_organization_agendas_on_copied_from_id,copied_from_id
demo_organization_agendas,index_demo_organization_agendas_on_organization_id,organization_id
directory_place_stats,directory_place_stats_pkey,id
directory_place_stats,index_directory_place_stats_on_kind_type_and_kind_id,kind_type
directory_place_stats,index_directory_place_stats_on_kind_type_and_kind_id,kind_id
directory_place_stats,index_directory_place_stats_on_place_id,place_id
directory_doctor_national_identifiers,directory_doctor_national_identifiers_pkey,id
directory_doctor_national_identifiers,index_national_identifiers_on_directory_doctors_id,directory_doctor_id
directory_doctor_national_identifiers,index_unique_directory_doctor_national_identifiers,directory_doctor_id
directory_doctor_national_identifiers,index_unique_directory_doctor_national_identifiers,identifier_type
directory_doctor_national_identifiers,index_unique_directory_doctor_national_identifiers,value
directory_modifications,directory_modifications_pkey,id
directory_modifications,index_directory_modifications_on_directory_doctor_id,directory_doctor_id
